,X,Y,FID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
5994,-9243304.5005,4870385.3312,6005,9643214,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,COLUMBUS,OH,43214,NOT AVAILABLE,(614) 566-4408,GENERAL ACUTE CARE,OPEN,1059,FRANKLIN,39049,USA,40.0305679890001,-83.0340170859999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,https://www.ohiohealth.com/riverside/,1005,NOT AVAILABLE,39,NON-PROFIT,-999,1059,LEVEL II,Y
6005,-9232059.6689,5087246.8584,6016,13343452,H B MAGRUDER MEMORIAL HOSPITAL,615 FULTON ST,PORT CLINTON,OH,43452,NOT AVAILABLE,(419) 734-3131,CRITICAL ACCESS,OPEN,25,OTTAWA,39123,USA,41.50587467,-82.933003045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.magruderhospital.com,1252,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
6014,-9108542.037,5079025.3774,6025,4444111,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,OH,44111,NOT AVAILABLE,(216) 476-4811,GENERAL ACUTE CARE,OPEN,516,CUYAHOGA,39035,USA,41.4505420770001,-81.8234252789999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.fairviewhospital.org,1145,NOT AVAILABLE,39,NON-PROFIT,-999,516,LEVEL II,Y
6017,-9071303.9925,5098383.5689,6028,7744143,UHHS RICHMOND HEIGHTS HOSPITAL,27100 CHARDON ROAD,RICHMOND HEIGHTS,OH,44143,NOT AVAILABLE,(440) 585-6500,GENERAL ACUTE CARE,OPEN,213,CUYAHOGA,39035,USA,41.5807521290001,-81.4889102339999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,www.uhhospitals.org/richmond,1008,NOT AVAILABLE,39,NON-PROFIT,-999,213,NOT AVAILABLE,Y
6019,-9091809.5572,5085756.9223,6030,6844115,ST VINCENT CHARITY MEDICAL CENTER,2351 EAST 22ND STREET,CLEVELAND,OH,44115,NOT AVAILABLE,(216) 861-6200,GENERAL ACUTE CARE,OPEN,448,CUYAHOGA,39035,USA,41.4958505380001,-81.6731148549999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,https://www.stvincentcharity.com/,1155,NOT AVAILABLE,39,NON-PROFIT,-999,448,NOT AVAILABLE,Y
6020,-9076331.4002,5070801.1686,6031,11244146,UHHS BEDFORD MEDICAL CENTER,44 BLAINE AVENUE,BEDFORD,OH,44146,NOT AVAILABLE,(440) 735-3900,GENERAL ACUTE CARE,OPEN,88,CUYAHOGA,39035,USA,41.3951438660001,-81.534072205,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.uhhospitals.org/bedford,1141,NOT AVAILABLE,39,NON-PROFIT,-999,88,NOT AVAILABLE,Y
6047,-9320772.0675,4881724.9489,6058,16643078,MERCY MEMORIAL HOSPITAL,904 SCIOTO STREET,URBANA,OH,43078,NOT AVAILABLE,(937) 653-5231,CRITICAL ACCESS,OPEN,8,CHAMPAIGN,39021,USA,40.1085219560001,-83.7299200799999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.health-partners.org,361312,NOT AVAILABLE,39,NON-PROFIT,-999,8,NOT AVAILABLE,Y
6056,-8979033.29,5011587.2282,6067,16144512,ST ELIZABETH BOARDMAN HEALTH CENTER,8401 MARKET STREET,BOARDMAN,OH,44512,NOT AVAILABLE,(330) 729-2929,GENERAL ACUTE CARE,OPEN,246,MAHONING,39099,USA,40.994884976,-80.6600284099999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.mercy.com/youngstown/ho_sebhc.aspx,1471,NOT AVAILABLE,39,NON-PROFIT,-999,246,NOT AVAILABLE,Y
6059,-9252417.5115,5068515.697,6070,6943420,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",2390 ENTERPRISE DRIVE,FREMONT,OH,43420,NOT AVAILABLE,(419) 461-1057,GENERAL ACUTE CARE,CLOSED,-999,SANDUSKY,39143,USA,41.3797405550001,-83.1158806559999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2012/07/23 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.physicianschoicehospital.com,360356,NOT AVAILABLE,39,NON-PROFIT,-999,-999,NOT AVAILABLE,Y
6069,-9073773.6837,5031977.6353,6080,4744223,SUMMA WESTERN RESERVE HOSPITAL,1900 23RD STREET,CUYAHOGA FALLS,OH,44223,NOT AVAILABLE,(330) 971-7000,GENERAL ACUTE CARE,OPEN,272,SUMMIT,39153,USA,41.1329909660001,-81.511095847,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/01/31 00:00:00,http://www.westernreservehospital.org,1280,NOT AVAILABLE,39,PROPRIETARY,-999,272,NOT AVAILABLE,N
6072,-9054358.483,4924477.63,6083,15844621,TRINITY HOSPITAL TWIN CITY,819 NORTH FIRST STREET,DENNISON,OH,44621,NOT AVAILABLE,(740) 922-2800,CRITICAL ACCESS,OPEN,25,TUSCARAWAS,39157,USA,40.4016215940001,-81.336686132,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.trinitytwincity.org,1284,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
6391,-9093785.8807,5083504.7623,6402,122944113,GRACE HOSPITAL,2307 WEST 14TH STREET,CLEVELAND,OH,44113,NOT AVAILABLE,(216) 456-3891,GENERAL ACUTE CARE,CLOSED,-999,CUYAHOGA,39035,USA,41.480695299,-81.690868471,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov,2015/03/03 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N
6392,-9305891.325,5104256.8736,6403,121843614,ADVANCED SPECIALTY HOSPITAL OF TOLEDO,1015 GARDEN LAKE PARKWAY,TOLEDO,OH,43614,NOT AVAILABLE,(419) 381-0037,LONG TERM CARE,OPEN,40,LUCAS,39095,USA,41.620206255,-83.596244096,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.communicarehealth.com/facility/advanced-specialty-hospitals-of-toledo/,1477,NOT AVAILABLE,39,PROPRIETARY,-999,40,NOT AVAILABLE,N
6393,-9238999.1362,4856222.9916,6404,125943207,SELECT SPECIALTY HOSPITAL COLUMBUS SOUTH,1430 SOUTH HIGH STREET,COLUMBUS,OH,43207,NOT AVAILABLE,(614) 456-0339,LONG TERM CARE,OPEN,43,FRANKLIN,39049,USA,39.933084024,-82.99534134,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://columbussouth.selectspecialtyhospitals.com/,1474,NOT AVAILABLE,39,PROPRIETARY,-999,43,NOT AVAILABLE,N
6394,-8976021.4184,5013104.1643,6405,128844512,VIBRA HOSPITAL OF MAHONING VALLEY,8049 SOUTH AVENUE,BOARDMAN,OH,44512,NOT AVAILABLE,(330) 726-5021,LONG TERM CARE,OPEN,45,MAHONING,39099,USA,41.0051693,-80.632972307,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://www.mahoningvalleyhospital.com/,1428,MAHONING VALLEY HOSPITAL BOARDMAN CAMPUS,39,PROPRIETARY,-999,45,NOT AVAILABLE,N
6403,-9355001.3691,4837696.1462,6414,24,88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER,4881 SUGAR MAPLE DR,WRIGHT PATTERSON AFB,OH,45433,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,GREENE,39057,USA,39.8053478470001,-84.037407128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2020/04/01 00:00:00,IMAGERY/OTHER,2015/07/28 00:00:00,http://www.wpafb.af.mil/units/wpmc/index.asp,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - FEDERAL,-999,57,NOT AVAILABLE,N
6891,-9207186.0493,5018148.9601,6904,1444890,MERCY WILLARD HOSPITAL,1100 NEAL ZICK ROAD,WILLARD,OH,44890,NOT AVAILABLE,(419) 964-5000,CRITICAL ACCESS,OPEN,25,HURON,39077,USA,41.039359801,-82.7095595179999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.mercyweb.org,1205,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
7280,-9225088.5552,4856609.7213,7294,183043232,MOUNT CARMEL BEHAVIORAL HEALTHCARE LLC,4646 HILTON CORPORATE DRIVE,COLUMBUS,OH,43232,NOT AVAILABLE,(614) 487-2080,PSYCHIATRIC,OPEN,-999,FRANKLIN,39049,USA,39.935747856,-82.870380465,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,https://www.mountcarmelbehavioralhealth.com/?utm_source=yext&utm_medium=organic&utm_campaign=listing&utm_term=brand,1916AHR,NOT AVAILABLE,39,NOT AVAILABLE,-999,80,NOT AVAILABLE,N
7282,-9071198.8219,5047264.7233,7296,188444236,ASSURANCE HEALTH HUDSON LLC,6260 HUDSON CROSSING PKWY,HUDSON,OH,44236,NOT AVAILABLE,(330) 208-9317,PSYCHIATRIC,OPEN,-999,SUMMIT,39153,USA,41.236341451,-81.4879654699999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,http://assurancehealthsystem.com/locations/hudson-oh/,1910AHR,NOT AVAILABLE,39,NOT AVAILABLE,-999,23,NOT AVAILABLE,N
7283,-9374179.413,4872226.6571,7297,191445373,KETTERING HEALTH NETWORK TROY HOSPITAL,600 WEST MAIN STREET,TROY,OH,45373,NOT AVAILABLE,(937) 980-7000,GENERAL ACUTE CARE,OPEN,-999,MIAMI,39109,USA,40.0432322130001,-84.2096864279999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,https://www.ketteringhealth.org/troy/,1919AHR,NOT AVAILABLE,39,NOT AVAILABLE,-999,28,NOT AVAILABLE,N
7371,-8983618.8683,4920211.8776,7385,128243953,LIFE LINE HOSPITAL,200 SCHOOL STREET,WINTERSVILLE,OH,43953,NOT AVAILABLE,(740) 346-2600,LONG TERM CARE,CLOSED,36,JEFFERSON,39081,USA,40.3724338960001,-80.701221361,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2018/08/10 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://www.llhospital.com/,1493,NOT AVAILABLE,39,PROPRIETARY,-999,36,NOT AVAILABLE,N
7379,-9404296.4711,4752193.4095,7393,123145216,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCINNATI, LLC",151 WEST GALBRAITH ROAD,CINCINNATI,OH,45216,NOT AVAILABLE,(513) 418-5655,REHABILITATION,OPEN,60,HAMILTON,39061,USA,39.2127586710001,-84.4802325639999,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.healthsouthdrake.com/,1502,NOT AVAILABLE,39,PROPRIETARY,-999,60,NOT AVAILABLE,N
7485,-9418448.7606,4741021.3617,7499,9045238,MERCY HOSPITAL WEST,3131 QUEEN CITY AVENUE,CINCINNATI,OH,45238,NOT AVAILABLE,(513) 389-5915,GENERAL ACUTE CARE,OPEN,156,HAMILTON,39061,USA,39.134956157,-84.6073647429999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.e-mercy.com,360113,NOT AVAILABLE,39,NON-PROFIT,-999,156,NOT AVAILABLE,Y
7489,-9245431.3354,5051157.4553,7505,122744836,EDEN SPRINGS HEALTHCARE LLC,401 NORTH BROADWAY STREET,GREEN SPRINGS,OH,44836,NOT AVAILABLE,(419) 639-2626,LONG TERM CARE,OPEN,176,SANDUSKY,39147,USA,41.262632748,-83.053122769,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2015/03/10 00:00:00,http://www.homesofedenhc.com/eden-springs-health-care/,1318,ELMWOOD HEALTHCARE CENTER AT THE SPRINGS,39,PROPRIETARY,-999,176,NOT AVAILABLE,Y
7502,-9066305.9137,4784908.3187,7518,1545750,SELBY GENERAL HOSPITAL,1106 COLEGATE DRIVE,MARIETTA,OH,45750,NOT AVAILABLE,(740) 568-2040,CRITICAL ACCESS,OPEN,25,WASHINGTON,39167,USA,39.4400909550001,-81.444011728,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.selbygeneral.org,1288,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,N
7559,-9072422.3476,5081163.8342,7575,189344122,LAKE HEALTH BEACHWOOD MEDICAL CENTER,25501 CHAGRIN BLVD,BEACHWOOD,OH,44122,NOT AVAILABLE,(216) 545-4800,SPECIAL,OPEN,-999,CUYAHOGA,39035,USA,41.4649389640001,-81.4989565879999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,https://lakehealth.org/locations/beachwood-medical-center,1917AHR,NOT AVAILABLE,39,NOT AVAILABLE,-999,24,NOT AVAILABLE,N
7577,-9090610.3284,5032527.6137,7593,182444321,"CLEVELAND CLINIC REHABILITATION HOSPITAL, EDWIN SHAW",4389 MEDINA ROAD,COPLEY,OH,44321,NOT AVAILABLE,(234) 815-5100,REHABILITATION,OPEN,-999,SUMMIT,39153,USA,41.136712,-81.662342,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2020/05/04 00:00:00,my.clevelandclinic.org,NOT AVAILABLE,NOT AVAILABLE,39,NON-PROFIT,-999,160,NOT AVAILABLE,Y
7579,-9391242.5282,4775504.1334,7595,191245069,THE CHRIST HOSPITAL HEALTH NETWORK,"6939 COX ROAD, SUITE 350",LIBERTY TOWNSHIP,OH,45069,NOT AVAILABLE,(513) 564-1600,GENERAL ACUTE CARE,OPEN,-999,BUTLER,39017,USA,39.3748180000001,-84.362967,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/04 00:00:00,thechristhospital.com,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,-999,NOT AVAILABLE,Y
